X_filename,relevant_decay_count
03695706_0000427297,1
03695781_0000506507,0
03695509_0000219831,2
03695489_0000198929,0
03695490_0000199646,2
03695509_0000219725,0
03695402_0000106789,0
03695455_0000162760,0
03695429_0000135299,1
03695475_0000183821,1
03695711_0000432969,1
03695893_0000624777,2
03695716_0000438301,1
03695716_0000438117,0
03695761_0000485758,0
03695454_0000161734,0
03695562_0000275684,2
03696062_0000803107,0
03695600_0000315796,1
03695562_0000275394,0
03695412_0000117222,3
03695960_0000695346,0
03695509_0000219590,0
03695606_0000322006,1
03695526_0000237452,1
03695490_0000199713,0
03695429_0000135364,1
03695737_0000460349,0
03695412_0000117348,2
03695464_0000172272,0
03695429_0000135292,0
03695798_0000524792,1
03695763_0000487471,2
03695439_0000145776,1
03695461_0000169097,1
03695728_0000450635,0
03695427_0000132941,1
03695728_0000450611,1
03695412_0000117179,1
03695731_0000453742,2
03695526_0000237658,1
03695562_0000275457,2
03695427_0000133211,1
03696036_0000775765,0
03696036_0000775748,0
03695725_0000447709,2
03695562_0000275653,0
03695989_0000726169,1
03695464_0000172140,1
03695731_0000453799,1
03695711_0000432816,0
03695781_0000506528,1
03695761_0000485737,0
03695464_0000172124,0
03695461_0000169085,2
03695461_0000169154,1
03695844_0000572924,1
03695722_0000444471,0
03695429_0000135241,0
03695402_0000106728,0
03696036_0000775724,3
03695854_0000583434,1
03695712_0000433748,0
03695727_0000449593,0
03695455_0000162555,1
03695701_0000422116,1
03695709_0000430758,1
03695509_0000219682,0
03695562_0000275512,1
03695715_0000436920,0
03695429_0000135289,3
03695416_0000121701,0
03695477_0000185768,1
03695804_0000530929,0
03695763_0000487517,1
03695547_0000259637,0
03695844_0000573012,1
03695423_0000129171,4
03695780_0000505558,1
03695706_0000427295,2
03695763_0000487660,0
03695701_0000422463,0
03695724_0000446518,1
03695711_0000432699,0
03695488_0000197632,1
03695526_0000237624,1
03695708_0000429464,2
03695498_0000208028,0
03695497_0000207092,0
03695464_0000172178,0
03695778_0000503359,1
03695716_0000437916,0
03695412_0000117286,2
03696100_0000843188,0
03695454_0000161503,0
03695439_0000145655,1
03695737_0000460387,2
03695737_0000460014,2
03695722_0000444283,1
03696086_0000828286,1
03695402_0000106865,0
03695491_0000200973,1
03695722_0000444508,0
03695711_0000433033,0
03695731_0000453690,1
03695500_0000210297,0
03695778_0000503500,1
03695427_0000133459,0
03695475_0000184053,1
03695718_0000440039,1
03695455_0000162615,0
03695439_0000145918,1
03695893_0000624666,0
03695763_0000487541,3
03695844_0000573173,0
03695731_0000453811,0
03695559_0000272407,1
03695715_0000437058,3
03695423_0000128766,2
03696062_0000803121,1
03695709_0000430619,0
03695500_0000209959,0
03695893_0000624695,0
03695718_0000440073,0
03695477_0000185751,1
03695780_0000505717,0
03695454_0000161679,1
03695798_0000524673,0
03695490_0000199458,0
03695488_0000197445,1
03695606_0000321955,0
03695497_0000206896,2
03695489_0000198662,1
03695497_0000206931,1
03695903_0000635444,2
03695722_0000444410,0
03695701_0000422369,0
03695500_0000210337,1
03695761_0000485648,0
03695461_0000169037,0
03695804_0000530854,1
03695559_0000272367,0
03695722_0000444439,1
03695712_0000433744,1
03695709_0000430885,0
03695488_0000197744,1
03695455_0000162838,0
03695489_0000198396,2
03695711_0000433003,0
03696090_0000832452,1
03695423_0000129094,1
03695497_0000207040,0
03695712_0000433616,1
03695709_0000430621,0
03695439_0000145712,0
03695600_0000315447,0
03695427_0000133194,0
03695562_0000275644,2
03695547_0000259531,1
03695422_0000127779,0
03695727_0000449614,1
03695490_0000199520,3
03695439_0000145682,2
03695497_0000206923,0
03695725_0000447456,0
03695422_0000128072,1
03695497_0000207100,2
03695429_0000135511,0
03695709_0000430638,0
03695439_0000145641,0
03695795_0000521403,1
03695500_0000210244,0
03696090_0000832467,0
03695488_0000197690,1
03695761_0000485678,0
03695439_0000145897,1
03695429_0000135139,0
03695454_0000161617,0
03695844_0000573035,0
03696086_0000828253,2
03695891_0000622583,0
03695711_0000432799,0
03695562_0000275645,1
03695461_0000169107,0
03695562_0000275738,0
03695737_0000460283,0
03695559_0000272602,0
03695423_0000128920,1
03695711_0000432601,2
03696100_0000843096,1
03695559_0000272341,1
03695761_0000485569,0
03695795_0000521215,1
03695778_0000503385,0
03695423_0000128986,0
03695402_0000106984,1
03695489_0000198373,1
03695461_0000168945,0
03696090_0000832743,1
03695725_0000447510,1
03695778_0000503633,0
03695500_0000210338,1
03695422_0000128198,0
03695488_0000197471,0
03695701_0000422009,0
03695559_0000272293,2
03695427_0000133208,0
03695763_0000487670,0
03695715_0000437041,1
03695562_0000275486,1
03695718_0000440211,2
03695903_0000635279,1
03695406_0000111126,0
03695727_0000449550,2
03695489_0000198899,0
03695761_0000485555,1
03695547_0000259562,2
03695727_0000449684,0
03695439_0000146014,0
03695778_0000503501,1
03696086_0000828209,2
03695778_0000503448,0
03695965_0000700752,2
03695461_0000169264,1
03695737_0000460365,1
03695509_0000219525,0
03695718_0000440032,1
03695606_0000322078,0
03695965_0000700601,1
03695447_0000154204,2
03695547_0000259873,2
03695461_0000168883,0
03695761_0000485501,3
03695562_0000275735,1
03695509_0000219528,1
03695488_0000197423,1
03695427_0000133270,0
03695761_0000485623,1
03695500_0000210194,0
03695431_0000137326,1
03695489_0000198509,0
03695406_0000111247,1
03695727_0000449657,1
03695416_0000121402,0
03695725_0000447398,1
03695903_0000635425,1
03695477_0000185980,0
03695490_0000199607,0
03695439_0000145862,3
03695489_0000198930,0
03695891_0000622578,1
03695763_0000487480,0
03695491_0000200485,4
03695497_0000207020,1
03695562_0000275526,0
03695498_0000207975,0
03695461_0000169294,0
03695489_0000198537,0
03695701_0000422043,1
03695427_0000133146,1
03695526_0000237430,1
03695711_0000432870,2
03695725_0000447415,0
03695431_0000137620,0
03695965_0000700586,0
03695447_0000154481,1
03695497_0000206806,0
03695491_0000200822,0
03695844_0000572913,0
03695778_0000503611,2
03695844_0000573030,2
03695722_0000444556,0
03695427_0000133498,0
03695477_0000185686,0
03695488_0000197578,0
03695903_0000635328,1
03695455_0000162777,1
03695559_0000272411,0
03695497_0000206867,1
03695402_0000106854,0
03695464_0000172135,0
03695447_0000154381,0
03695731_0000453772,0
03695960_0000695405,0
03696086_0000828186,0
03695455_0000162864,0
03695725_0000447428,0
03695715_0000436863,0
03695406_0000110997,1
03695439_0000145859,0
03695989_0000725995,1
03695606_0000321925,2
03695715_0000437230,1
03695606_0000321989,1
03695891_0000622756,0
03695722_0000444616,0
03695406_0000111245,0
03695562_0000275647,1
03695725_0000447592,1
03695406_0000110808,3
03695464_0000171990,0
03695500_0000210205,0
03695606_0000321857,1
03695768_0000492698,0
03696086_0000828422,0
03695422_0000127875,0
03695960_0000695478,1
03695526_0000237802,2
03695526_0000237716,0
03695844_0000573143,1
03695804_0000531029,0
03695731_0000453670,0
03695498_0000208071,1
03695489_0000198713,2
03695489_0000198498,0
03695455_0000162786,0
03695429_0000135058,2
03695547_0000259789,1
03695412_0000117343,0
03696036_0000775490,0
03695402_0000106601,0
03695722_0000444647,1
03695701_0000422474,0
03695509_0000219492,2
03695606_0000321982,1
03695781_0000506692,0
03695509_0000219458,0
03695724_0000446625,0
03696086_0000828195,0
03695844_0000573097,1
03695439_0000145717,3
03695795_0000521261,0
03695490_0000199573,0
03695903_0000635299,0
03695497_0000207331,2
03696090_0000832406,1
03695559_0000272237,0
03695893_0000624608,1
03695709_0000430637,0
03695455_0000162802,1
03695439_0000145988,2
03696036_0000775665,2
03695763_0000487638,1
03695609_0000324975,0
03695431_0000137298,5
03695798_0000524540,3
03695712_0000433877,0
03695447_0000154526,1
03695412_0000117507,1
03695768_0000492833,1
03695498_0000208001,0
03695416_0000121543,0
03695497_0000206848,2
03695559_0000272355,2
03695727_0000449507,0
03695768_0000492997,0
03695706_0000427512,2
03695725_0000447340,0
03695431_0000137719,1
03695725_0000447536,1
03695489_0000198616,1
03695780_0000505702,2
03695427_0000133077,2
03695489_0000198641,1
03695722_0000444618,3
03695559_0000272511,2
03695989_0000725895,3
03695509_0000219866,0
03696086_0000828476,2
03696086_0000828366,3
03696062_0000803168,0
03695461_0000168820,0
03695422_0000127734,3
03695798_0000524391,0
03695406_0000110844,0
03695454_0000161681,3
03695701_0000422194,3
03695725_0000447347,1
03695722_0000444634,1
03695711_0000432913,3
03695455_0000162516,1
03695489_0000198890,1
03695509_0000219688,2
03695706_0000427370,1
03695461_0000168988,0
03696036_0000775537,1
03695422_0000127775,1
03695431_0000137236,3
03695712_0000433614,0
03695731_0000453918,0
03695562_0000275543,0
03695724_0000446345,0
03695724_0000446685,1
03695509_0000219714,1
03695526_0000237591,2
03695804_0000531061,1
03695718_0000440103,2
03695489_0000198938,1
03695778_0000503280,1
03695412_0000117251,0
03695724_0000446701,0
03695497_0000207264,0
03695716_0000438204,0
03695780_0000505636,1
03695477_0000186069,4
03695489_0000198677,0
03695455_0000162804,1
03695725_0000447611,0
03695406_0000110929,0
03695491_0000200665,0
03695724_0000446380,0
03695402_0000106950,0
03695489_0000198789,1
03695439_0000145669,0
03695475_0000184030,1
03695447_0000154272,0
03695497_0000207169,0
03695461_0000168891,1
03695412_0000117306,1
03695804_0000531039,0
03695600_0000315650,2
03695781_0000506581,0
03695500_0000210078,1
03695464_0000172450,0
03695477_0000186040,1
03695778_0000503288,0
03695609_0000325055,0
03696036_0000775439,1
03696090_0000832612,0
03695497_0000207007,0
03695849_0000578322,1
03695475_0000183871,2
03695488_0000197470,0
03696086_0000828275,0
03696090_0000832693,2
03695724_0000446507,4
03695893_0000624736,0
03695715_0000437085,1
03695439_0000146090,1
03696062_0000802859,0
03695559_0000272650,2
03695423_0000129031,0
03695412_0000117313,1
03695416_0000121632,1
03695989_0000725959,1
03695497_0000207318,0
03695737_0000460086,3
03695447_0000154609,1
03695780_0000505710,1
03695464_0000172279,0
03696090_0000832694,0
03695412_0000117366,2
03695780_0000505467,0
03695461_0000169031,0
03695488_0000197453,3
03695709_0000430649,1
03695431_0000137644,1
03695547_0000259899,1
03695708_0000429559,0
03695989_0000726170,0
03695780_0000505428,0
03695727_0000449631,1
03695475_0000183788,1
03695891_0000622749,1
03696036_0000775452,1
03695844_0000573251,0
03695489_0000198596,0
03695778_0000503290,3
03695509_0000219819,1
03695768_0000492785,1
03695464_0000172235,0
03695526_0000237409,1
03695464_0000172354,0
03695509_0000219694,2
03695724_0000446279,2
03695891_0000622678,2
03695490_0000199515,0
03695464_0000172299,0
03695761_0000485697,3
03695454_0000161844,1
03695798_0000524439,0
03695488_0000197407,0
03695427_0000133132,2
03695431_0000137530,1
03695763_0000487829,0
03695804_0000530705,0
03695737_0000460064,0
03695722_0000444294,1
03695849_0000578228,0
03695498_0000207869,0
03695778_0000503487,1
03695600_0000315513,0
03695509_0000219809,0
03695903_0000635492,1
03695609_0000324982,1
03695559_0000272274,0
03695439_0000145888,2
03695903_0000635202,1
03695709_0000430505,3
03695804_0000530803,1
03695778_0000503350,0
03695559_0000272492,1
03695795_0000521454,0
03695780_0000505394,1
03695849_0000578243,1
03695737_0000460091,3
03695722_0000444284,1
03695706_0000427449,1
03695427_0000133430,0
03695500_0000210160,1
03695711_0000432587,1
03695708_0000429555,1
03695854_0000583721,0
03696086_0000828288,0
03695526_0000237785,1
03695854_0000583700,0
03695475_0000183692,0
03695439_0000146177,0
03695781_0000506574,0
03695490_0000199594,1
03695965_0000700676,1
03695464_0000172027,0
03695431_0000137362,1
03695500_0000210196,2
03695447_0000154274,0
03695778_0000503337,1
03695711_0000432551,1
03696036_0000775772,1
03695559_0000272646,1
03695488_0000197299,0
03695497_0000207070,0
03695477_0000185928,1
03695475_0000183849,0
03695761_0000485692,1
03695423_0000128733,4
03695722_0000444579,0
03695526_0000237653,0
03695600_0000315569,0
03695491_0000200553,1
03695701_0000422410,0
03696062_0000802870,1
03695498_0000208155,1
03696100_0000843002,0
03695763_0000487807,2
03695768_0000492719,0
03695416_0000121331,2
03695475_0000184143,0
03696100_0000843197,1
03695526_0000237498,1
03695489_0000198975,1
03695488_0000197496,2
03695500_0000210412,1
03695804_0000530932,0
03695429_0000135317,2
03695477_0000185881,0
03695709_0000430856,2
03695763_0000487420,1
03695761_0000485738,0
03695854_0000583523,0
03695427_0000133514,1
03696062_0000803085,1
03695844_0000573271,1
03695724_0000446397,0
03695903_0000635214,2
03695406_0000110906,1
03695778_0000503356,0
03695960_0000695356,0
03695431_0000137220,1
03695737_0000460068,0
03695761_0000485556,4
03695706_0000427322,0
03696062_0000803124,2
03695731_0000453976,1
03695500_0000210191,0
03695431_0000137214,2
03695439_0000145781,1
03695427_0000133509,1
03695429_0000135461,1
03695804_0000531050,0
03695423_0000129036,0
03695804_0000530794,1
03695455_0000162521,0
03695780_0000505596,0
03695423_0000129032,0
03695488_0000197879,0
03695488_0000197805,1
03695706_0000427420,0
03695778_0000503418,2
03695488_0000197638,0
03695439_0000145746,0
03695402_0000106726,0
03696100_0000843068,0
03696086_0000828430,0
03695427_0000132934,2
03695500_0000210373,0
03695989_0000726207,0
03695965_0000700696,1
03695728_0000450733,1
03695489_0000198604,1
03695725_0000447531,1
03696090_0000832479,2
03695711_0000432631,2
03695562_0000275476,2
03695728_0000450574,0
03695781_0000506696,2
03695711_0000432689,2
03695422_0000127895,1
03695427_0000133180,0
03695716_0000437975,3
03695606_0000322099,0
03696090_0000832544,0
03695798_0000524629,3
03695781_0000506632,0
03695724_0000446438,0
03695412_0000117401,0
03695965_0000700558,0
03695780_0000505832,0
03695412_0000117255,1
03695461_0000169127,0
03695781_0000506533,1
03695715_0000437191,0
03695712_0000433889,2
03695422_0000127897,0
03695731_0000453747,0
03695731_0000453867,0
03695475_0000183914,0
03695422_0000127903,1
03695509_0000219509,0
03695423_0000128978,0
03695455_0000162672,0
03695761_0000485684,0
03695724_0000446361,2
03695763_0000487727,1
03695701_0000422228,0
03696100_0000843207,0
03695447_0000154614,4
03695439_0000145940,1
03695559_0000272380,1
03695439_0000146059,2
03695712_0000433677,4
03695731_0000453668,1
03695500_0000210143,1
03695498_0000208075,1
03695737_0000460469,0
03695706_0000427649,0
03695402_0000106561,0
03695600_0000315547,0
03695490_0000199683,0
03695475_0000183608,2
03695423_0000128918,0
03695725_0000447458,1
03695903_0000635283,0
03695423_0000128814,1
03695701_0000422336,1
03695562_0000275784,1
03695761_0000485338,1
03695491_0000200504,0
03695509_0000219769,1
03695711_0000432914,0
03695965_0000700671,0
03695606_0000321894,1
03695715_0000436817,1
03695711_0000432698,0
03695701_0000422268,0
03695475_0000183916,1
03695489_0000198539,0
03695737_0000460463,1
03695701_0000422037,1
03695489_0000198810,0
03695416_0000121376,1
03695547_0000259882,0
03695429_0000135049,0
03695715_0000436985,1
03695798_0000524711,0
03695706_0000427356,0
03695768_0000492932,0
03695422_0000127754,0
03695422_0000127963,0
03695711_0000432957,1
03695423_0000128943,0
03695464_0000172391,2
03695711_0000433042,1
03695600_0000315854,2
03695903_0000635291,1
03695706_0000427499,0
03695439_0000145838,1
03696100_0000842993,2
03695454_0000161665,0
03696086_0000828252,0
03695722_0000444316,0
03695498_0000208173,1
03696036_0000775694,1
03695402_0000106776,0
03695709_0000430478,0
03695489_0000198391,0
03695562_0000275544,0
03695562_0000275456,0
03695477_0000186125,1
03695715_0000436958,1
03695475_0000183840,4
03695804_0000530907,1
03695491_0000200683,1
03695423_0000129029,0
03695559_0000272657,0
03695780_0000505706,0
03695431_0000137740,1
03695490_0000199494,2
03695903_0000635342,1
03695500_0000210192,1
03695475_0000183791,1
03695708_0000429499,1
03695490_0000199459,1
03695423_0000128955,1
03695781_0000506626,1
03695715_0000437190,1
03695464_0000172291,0
03695526_0000237825,0
03696086_0000828237,0
03695781_0000506685,0
03695731_0000453724,0
03695709_0000430799,4
03695798_0000524573,0
03695600_0000315832,2
03695491_0000200720,1
03695606_0000321804,0
03695402_0000106927,0
03695960_0000695359,0
03695795_0000521322,0
03695509_0000219516,0
03695461_0000169155,1
03695600_0000315631,0
03695844_0000572873,0
03695498_0000207920,1
03695464_0000172395,0
03695709_0000430806,0
03695526_0000237572,1
03695406_0000111032,1
03695497_0000206872,0
03695804_0000530694,1
03695715_0000437096,0
03695477_0000186159,0
03695402_0000106773,0
03695464_0000172067,0
03695960_0000695257,1
03695725_0000447677,1
03695798_0000524370,2
03695780_0000505352,1
03695761_0000485577,1
03695422_0000127759,1
03695422_0000127730,0
03695804_0000531041,0
03695606_0000321808,0
03695427_0000133420,2
03695423_0000129183,1
03695798_0000524687,0
03695461_0000169289,2
03695488_0000197806,1
03695606_0000321974,2
03695844_0000573241,0
03695711_0000432970,1
03695761_0000485704,1
03695402_0000107061,1
03695728_0000450671,1
03695731_0000453909,0
03695768_0000492692,0
03695475_0000183709,1
03695562_0000275726,0
03695718_0000440135,2
03695509_0000219592,0
03695737_0000460414,1
03695489_0000198473,0
03695891_0000622496,0
03695447_0000154090,2
03695728_0000450638,0
03695763_0000487607,0
03695461_0000168997,1
03695891_0000622463,2
03695709_0000430787,1
03695497_0000207307,0
03695464_0000172388,0
03695737_0000460045,1
03696086_0000828462,1
03695722_0000444281,0
03695606_0000321950,0
03695488_0000197634,0
03695475_0000184043,2
03695489_0000198639,0
03695475_0000184145,0
03695712_0000433624,1
03695455_0000162794,2
03695406_0000111222,0
03695475_0000183622,1
03696062_0000803042,0
03695711_0000432968,1
03695431_0000137470,0
03695718_0000440198,1
03695547_0000259925,0
03696100_0000842954,1
03695737_0000460029,0
03695724_0000446366,2
03695498_0000208124,0
03695712_0000434046,1
03695903_0000635352,0
03695447_0000154071,1
03695709_0000430848,1
03695804_0000530820,0
03695454_0000161766,0
03695718_0000440090,1
03695526_0000237714,1
03695406_0000110865,1
03695447_0000154293,1
03695455_0000162829,2
03695780_0000505472,1
03695447_0000154278,0
03695454_0000161913,0
03695709_0000430908,1
03695989_0000726144,1
03695715_0000437198,0
03695795_0000521534,0
03695798_0000524660,0
03695722_0000444530,0
03695989_0000725869,3
03695406_0000110901,1
03696062_0000803204,0
03695491_0000200452,1
03695716_0000438270,1
03695559_0000272303,2
03695724_0000446602,3
03695606_0000322025,0
03695416_0000121509,0
03696100_0000843055,0
03695497_0000207033,0
03695447_0000154571,1
03695423_0000128837,2
03695712_0000433970,1
03695701_0000422004,0
03695439_0000146095,1
03695849_0000578213,2
03695600_0000315555,0
03695731_0000453856,1
03695447_0000154041,1
03695893_0000624572,2
03695716_0000438150,0
03695490_0000199624,2
03695725_0000447551,3
03695509_0000219626,1
03695893_0000624714,0
03695706_0000427285,2
03695715_0000436784,3
03695722_0000444226,1
03695402_0000106708,1
03696062_0000802905,0
03696086_0000828230,1
03696036_0000775659,1
03695489_0000198745,2
03695431_0000137336,1
03695725_0000447381,1
03695778_0000503547,0
03695475_0000183767,0
03696062_0000803055,0
03695423_0000128840,1
03695600_0000315615,0
03695715_0000437173,3
03695711_0000432667,0
03695761_0000485318,1
03695780_0000505577,0
03695778_0000503256,1
03695715_0000437111,0
03695798_0000524612,2
03695712_0000434021,1
03695606_0000321781,1
03695798_0000524487,0
03695422_0000127864,0
03695709_0000430802,1
03695429_0000135218,1
03695439_0000146024,0
03695727_0000449661,0
03695716_0000438011,1
03695406_0000110792,1
03695461_0000168951,0
03695709_0000430618,0
03695491_0000200910,2
03695526_0000237576,0
03696062_0000803033,1
03695491_0000200578,1
03695402_0000106624,1
03695490_0000199677,0
03695500_0000210240,0
03695423_0000128736,0
03695718_0000440205,0
03695893_0000624742,0
03695725_0000447469,0
03695724_0000446383,0
03696090_0000832678,1
03695795_0000521400,0
03695464_0000172408,0
03695447_0000154060,1
03695488_0000197568,0
03695498_0000207839,0
03695429_0000135204,0
03695768_0000492783,1
03695725_0000447764,0
03696036_0000775624,2
03695500_0000210073,2
03695562_0000275470,1
03695491_0000200725,2
03695412_0000117420,0
03695708_0000429649,1
03695488_0000197585,0
03695768_0000492919,0
03695427_0000133020,1
03695509_0000219720,1
03695960_0000695341,1
03695402_0000106666,0
03695903_0000635436,0
03695798_0000524633,0
03695606_0000322008,0
03695455_0000162755,1
03696100_0000842978,1
03695960_0000695430,1
03695600_0000315791,2
03695712_0000433629,2
03695844_0000572963,0
03695491_0000200616,0
03695763_0000487512,1
03695891_0000622501,2
03695989_0000725949,2
03695431_0000137616,2
03696090_0000832703,1
03695489_0000198605,1
03695606_0000321891,2
03695447_0000154063,1
03695712_0000433997,0
03695475_0000184106,1
03695712_0000433908,0
03695423_0000128796,3
03695727_0000449456,0
03695500_0000210134,0
03695795_0000521459,0
03695725_0000447701,1
03695709_0000430666,0
03695715_0000437160,1
03695761_0000485356,1
03695562_0000275708,0
03695709_0000430713,1
03695600_0000315750,1
03695429_0000135510,1
03695849_0000578205,1
03695781_0000506694,1
03695716_0000437883,0
03695402_0000106921,1
03695562_0000275617,0
03695500_0000210361,1
03695491_0000200585,0
03695416_0000121457,0
03695989_0000726232,0
03695712_0000434011,3
03695795_0000521520,1
03695709_0000430864,2
03695724_0000446704,1
03695763_0000487519,0
03695562_0000275455,0
03695731_0000453682,2
03695891_0000622701,1
03695431_0000137263,0
03695724_0000446648,1
03695606_0000321975,0
03695439_0000145857,2
03695727_0000449565,3
03695526_0000237404,0
03695715_0000437241,1
03695455_0000162869,1
03695429_0000135215,0
03695477_0000185860,0
03695715_0000437069,2
03695795_0000521223,0
03695509_0000219584,2
03695406_0000110798,1
03695989_0000725929,1
03695763_0000487804,1
03695454_0000161801,3
03695454_0000161612,1
03695798_0000524731,0
03695709_0000430588,1
03695422_0000127888,0
03696036_0000775576,0
03695711_0000432849,1
03695461_0000168994,0
03695497_0000206857,4
03695718_0000440046,1
03695406_0000110793,0
03695412_0000117193,0
03695716_0000438202,0
03695491_0000200979,1
03695498_0000207959,0
03695500_0000210091,1
03695891_0000622688,2
03695761_0000485517,0
03695461_0000169301,2
03695500_0000210225,0
03695763_0000487643,3
03695722_0000444604,1
03695416_0000121532,0
03695708_0000429652,0
03695804_0000530953,0
03695477_0000186119,0
03695447_0000154357,1
03695715_0000437212,0
03695778_0000503254,0
03695461_0000169259,0
03695711_0000432618,0
03695891_0000622478,2
03695725_0000447361,1
03695427_0000132938,1
03695891_0000622721,2
03695778_0000503321,0
03695725_0000447752,0
03695489_0000198769,0
03695526_0000237524,2
03695778_0000503502,2
03695477_0000186027,2
03695731_0000453939,0
03695461_0000168895,0
03696090_0000832480,2
03695461_0000169170,3
03695761_0000485354,0
03695423_0000128859,1
03695716_0000438034,1
03695431_0000137248,0
03695490_0000199732,0
03695497_0000207118,0
03695475_0000183673,0
03695903_0000635373,3
03695706_0000427435,1
03695454_0000161587,0
03695454_0000161533,1
03695711_0000432716,0
03695795_0000521241,0
03695722_0000444511,0
03695422_0000127949,0
03695780_0000505786,0
03695497_0000206793,0
03695547_0000259940,2
03695416_0000121575,1
03695497_0000207323,0
03695715_0000437214,1
03695455_0000162764,1
03695490_0000199423,1
03695490_0000199490,0
03695406_0000110910,0
03695461_0000168882,2
03695768_0000492855,3
03695412_0000117168,1
03695804_0000530757,1
03695429_0000135514,1
03695455_0000162605,1
03695718_0000440149,0
03695489_0000198556,0
03695727_0000449576,1
03695728_0000450550,0
03695718_0000440252,2
03695725_0000447715,0
03695429_0000135402,1
03695600_0000315675,1
03695423_0000128777,1
03695402_0000106824,0
03695778_0000503696,0
03695427_0000133499,0
03695455_0000162907,0
03695509_0000219648,2
03695709_0000430617,3
03695768_0000492901,1
03695439_0000145906,1
03695490_0000199510,0
03696062_0000803034,1
03695547_0000259858,0
03695989_0000725873,0
03695454_0000161685,0
03695708_0000429560,0
03695725_0000447416,1
03695893_0000624645,2
03695778_0000503655,0
03695763_0000487851,0
03695431_0000137614,1
03695416_0000121671,1
03695780_0000505471,3
03695509_0000219848,0
03695989_0000726228,3
03695844_0000573081,1
03696062_0000803094,0
03695500_0000210328,1
03695439_0000145633,1
03695725_0000447554,0
03695712_0000433661,4
03695455_0000162859,2
03695725_0000447760,0
03695489_0000199028,0
03695526_0000237547,1
03695461_0000169270,1
03695804_0000530790,0
03695709_0000430878,0
03695795_0000521321,3
03695893_0000624646,2
03695718_0000440086,0
03695500_0000210295,1
03695475_0000183659,0
03696090_0000832602,1
03695725_0000447390,3
03695778_0000503537,1
03695965_0000700719,1
03696086_0000828539,0
03695439_0000146121,2
03695737_0000460054,1
03695559_0000272649,0
03695547_0000259944,1
03695547_0000259819,0
03695715_0000436913,1
03695423_0000128917,1
03695489_0000198907,0
03695423_0000129211,0
03695559_0000272590,1
03695500_0000209960,0
03695708_0000429515,1
03695422_0000127988,0
03695497_0000207296,1
03695781_0000506631,0
03695727_0000449655,0
03695455_0000162509,0
03695763_0000487843,2
03695489_0000198541,1
03695731_0000453771,0
03695844_0000573001,2
03695455_0000162617,0
03695715_0000437131,0
03695547_0000259853,0
03695600_0000315707,1
03695989_0000726209,0
03695455_0000162815,1
03696086_0000828520,0
03695477_0000186178,2
03695804_0000530845,1
03696036_0000775578,0
03695475_0000183984,2
03695429_0000135117,2
03695422_0000127668,0
03695454_0000161871,0
03695722_0000444650,1
03695780_0000505623,2
03696086_0000828391,1
03695559_0000272236,0
03695477_0000186181,0
03695778_0000503429,0
03695477_0000185689,0
03695712_0000433793,2
03695490_0000199481,0
03695711_0000432732,1
03695701_0000422001,2
03695709_0000430458,2
03695718_0000440155,2
03695804_0000531047,0
03695454_0000161602,3
03695795_0000521345,1
03695464_0000172280,0
03695497_0000207357,0
03695728_0000450762,2
03695711_0000433025,1
03695795_0000521554,2
03695429_0000135520,0
03695497_0000207272,0
03695724_0000446675,1
03695500_0000209954,1
03695431_0000137279,2
03695728_0000450659,1
03695731_0000453694,1
03695763_0000487479,0
03695768_0000492809,2
03695439_0000145879,2
03695903_0000635475,2
03695706_0000427519,1
03695562_0000275542,0
03696062_0000802956,0
03695422_0000127691,1
03695712_0000433649,2
03695989_0000726101,1
03695439_0000145773,0
03695716_0000438223,0
03695431_0000137205,1
03695893_0000624725,0
03695488_0000197654,0
03695526_0000237749,4
03695454_0000161588,2
03695716_0000437970,0
03695706_0000427661,0
03695477_0000186041,0
03695454_0000161528,1
03695422_0000128052,0
03695761_0000485332,1
03695406_0000111034,2
03696100_0000843172,2
03695709_0000430662,0
03695711_0000432581,0
03695500_0000210209,0
03695708_0000429632,2
03695416_0000121354,1
03695427_0000133457,0
03695422_0000128047,1
03695778_0000503243,1
03695737_0000460340,3
03695427_0000133481,1
03695509_0000219640,1
03695965_0000700678,1
03695489_0000198765,0
03695795_0000521374,1
03695500_0000210403,0
03695423_0000128924,1
03695763_0000487492,0
03695706_0000427523,2
03695439_0000145913,0
03695498_0000208011,1
03695781_0000506684,0
03695491_0000200841,0
03695701_0000422011,2
03695804_0000531056,2
03695488_0000197311,2
03695844_0000572886,2
03695454_0000161434,1
03695844_0000573217,1
03695547_0000259686,1
03695778_0000503505,1
03695464_0000172221,0
03695475_0000183975,0
03695423_0000128933,1
03695891_0000622655,0
03695716_0000437826,2
03695422_0000127811,0
03695722_0000444637,0
03695412_0000117231,0
03695763_0000487711,0
03695715_0000437165,0
03695562_0000275767,0
03696100_0000842973,2
03695716_0000438164,0
03695455_0000162671,1
03695455_0000162501,0
03695712_0000433973,3
03695406_0000110925,1
03695562_0000275592,0
03695763_0000487715,0
03695989_0000725924,0
03695844_0000573110,0
03695600_0000315748,2
03696090_0000832493,0
03695798_0000524757,1
03695781_0000506496,0
03695500_0000210187,3
03695498_0000207899,1
03695798_0000524584,1
03695795_0000521340,0
03695763_0000487596,2
03696062_0000802932,1
03695891_0000622551,1
03695903_0000635113,1
03695429_0000135150,0
03695780_0000505728,1
03695725_0000447597,0
03695715_0000437153,2
03695498_0000207836,1
03695423_0000128746,1
03695891_0000622502,1
03695965_0000700618,0
03695491_0000200890,1
